Unique.ID
SARS-CoV-2_NP.1
SARS-CoV-2_NP.2
SARS-CoV-2_NP.3
SARS-CoV-2_NP.4
"SARS-CoV-2_S1, (His Tag).1"
"SARS-CoV-2_S1, (His Tag).2"
"SARS-CoV-2_S1, (His Tag).3"
"SARS-CoV-2_S1, (His Tag).4"
"SARS-CoV-2_S1, (mFc Tag).1"
"SARS-CoV-2_S1, (mFc Tag).2"
"SARS-CoV-2_S1, (mFc Tag).3"
"SARS-CoV-2_S1, (mFc Tag).4"
SARS-CoV-2_S1+S2.1
SARS-CoV-2_S1+S2.2
SARS-CoV-2_S1+S2.3
SARS-CoV-2_S1+S2.4
SARS-CoV-2_S1-RBD.1
SARS-CoV-2_S1-RBD.2
SARS-CoV-2_S1-RBD.3
SARS-CoV-2_S1-RBD.4
SARS-CoV-2_S2.1
SARS-CoV-2_S2.2
SARS-CoV-2_S2.3
SARS-CoV-2_S2.4
SARS-CoV_NP.1
SARS-CoV_NP.2
SARS-CoV_NP.3
SARS-CoV_NP.4
SARS-CoV_PLpro.1
SARS-CoV_PLpro.2
SARS-CoV_PLpro.3
SARS-CoV_PLpro.4
"SARS-CoV_S1, (His Tag).1"
"SARS-CoV_S1, (His Tag).2"
"SARS-CoV_S1, (His Tag).3"
"SARS-CoV_S1, (His Tag).4"
"SARS-CoV_S1-RBD, (His Tag).1"
"SARS-CoV_S1-RBD, (His Tag).2"
"SARS-CoV_S1-RBD, (His Tag).3"
"SARS-CoV_S1-RBD, (His Tag).4"
"SARS-CoV_S1-RBD, rFc Tag.1"
"SARS-CoV_S1-RBD, rFc Tag.2"
"SARS-CoV_S1-RBD, rFc Tag.3"
"SARS-CoV_S1-RBD, rFc Tag.4"
MERS-CoV_NP.1
MERS-CoV_NP.2
MERS-CoV_NP.3
MERS-CoV_NP.4
"MERS-CoV_S1, N-(AA1-725, His Tag).1"
"MERS-CoV_S1, N-(AA1-725, His Tag).2"
"MERS-CoV_S1, N-(AA1-725, His Tag).3"
"MERS-CoV_S1, N-(AA1-725, His Tag).4"
"MERS-CoV_S1, N-(AA1-725, His Tag).5"
"MERS-CoV_S1, N-(AA1-725, His Tag).6"
"MERS-CoV_S1, N-(AA1-725, His Tag).7"
"MERS-CoV_S1, N-(AA1-725, His Tag).8"
MERS-CoV_S1+S2.1
MERS-CoV_S1+S2.2
MERS-CoV_S1+S2.3
MERS-CoV_S1+S2.4
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).1"
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).2"
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).3"
"MERS-CoV_S1-RBD, N-(AA367-606, His Tag).4"
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).1"
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).2"
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).3"
"MERS-CoV_S1-RBD, N-(AA367-606, rFc Tag).4"
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).1"
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).2"
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).3"
"MERS-CoV_S1-RBD, N-(AA383-502, mFc Tag).4"
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).1"
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).2"
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).3"
"MERS-CoV_S1-RBD, N-(AA383-502, rFc Tag).4"
MERS-CoV_S2.1
MERS-CoV_S2.2
MERS-CoV_S2.3
MERS-CoV_S2.4
"SARS-CoV-2_S1, (Fc Tag).1"
"SARS-CoV-2_S1, (Fc Tag).2"
"SARS-CoV-2_S1, (Fc Tag).3"
"SARS-CoV-2_S1, (Fc Tag).4"
DcCoV_HKU23-368F_NP.1
DcCoV_HKU23-368F_NP.2
DcCoV_HKU23-368F_NP.3
DcCoV_HKU23-368F_NP.4
HCoV-229E_S1.1
HCoV-229E_S1.2
HCoV-229E_S1.3
HCoV-229E_S1.4
HCoV-229E_S1+S2.1
HCoV-229E_S1+S2.2
HCoV-229E_S1+S2.3
HCoV-229E_S1+S2.4
HCoV-HKU1_HE.1
HCoV-HKU1_HE.2
HCoV-HKU1_HE.3
HCoV-HKU1_HE.4
"HCoV-HKU1_S1, N-(AA13-756).1"
"HCoV-HKU1_S1, N-(AA13-756).2"
"HCoV-HKU1_S1, N-(AA13-756).3"
"HCoV-HKU1_S1, N-(AA13-756).4"
"HCoV-HKU1_S1, N-(AA1-760).1"
"HCoV-HKU1_S1, N-(AA1-760).2"
"HCoV-HKU1_S1, N-(AA1-760).3"
"HCoV-HKU1_S1, N-(AA1-760).4"
HCoV-HKU1_S1+S2.1
HCoV-HKU1_S1+S2.2
HCoV-HKU1_S1+S2.3
HCoV-HKU1_S1+S2.4
HCoV-NL63_S1.1
HCoV-NL63_S1.2
HCoV-NL63_S1.3
HCoV-NL63_S1.4
HCoV-NL63_S1+S2.1
HCoV-NL63_S1+S2.2
HCoV-NL63_S1+S2.3
HCoV-NL63_S1+S2.4
HCoV-OC43_HE.1
HCoV-OC43_HE.2
HCoV-OC43_HE.3
HCoV-OC43_HE.4
HCoV-OC43_S1.1
HCoV-OC43_S1.2
HCoV-OC43_S1.3
HCoV-OC43_S1.4
HCoV-OC43_S1+S2.1
HCoV-OC43_S1+S2.2
HCoV-OC43_S1+S2.3
HCoV-OC43_S1+S2.4
B_B/Malaysia/2506/2004_HA1.1
B_B/Malaysia/2506/2004_HA1.2
B_B/Malaysia/2506/2004_HA1.3
B_B/Malaysia/2506/2004_HA1.4
B_B/Malaysia/2506/2004_HA1+HA2.1
B_B/Malaysia/2506/2004_HA1+HA2.2
B_B/Malaysia/2506/2004_HA1+HA2.3
B_B/Malaysia/2506/2004_HA1+HA2.4
B_B/Phuket/3073/2013_HA1.1
B_B/Phuket/3073/2013_HA1.2
B_B/Phuket/3073/2013_HA1.3
B_B/Phuket/3073/2013_HA1.4
B_B/Phuket/3073/2013_HA1+HA2.1
B_B/Phuket/3073/2013_HA1+HA2.2
B_B/Phuket/3073/2013_HA1+HA2.3
B_B/Phuket/3073/2013_HA1+HA2.4
H1N1_A/Beijing/22808/2009_HA1.1
H1N1_A/Beijing/22808/2009_HA1.2
H1N1_A/Beijing/22808/2009_HA1.3
H1N1_A/Beijing/22808/2009_HA1.4
H1N1_A/Beijing/22808/2009_HA1+HA2.1
H1N1_A/Beijing/22808/2009_HA1+HA2.2
H1N1_A/Beijing/22808/2009_HA1+HA2.3
H1N1_A/Beijing/22808/2009_HA1+HA2.4
H3N2_A/Texas/50/2012_HA1.1
H3N2_A/Texas/50/2012_HA1.2
H3N2_A/Texas/50/2012_HA1.3
H3N2_A/Texas/50/2012_HA1.4
H3N2_A/Texas/50/2012_HA1+HA2.1
H3N2_A/Texas/50/2012_HA1+HA2.2
H3N2_A/Texas/50/2012_HA1+HA2.3
H3N2_A/Texas/50/2012_HA1+HA2.4
H5N1_A/Vietnam/1203/2004_HA1.1
H5N1_A/Vietnam/1203/2004_HA1.2
H5N1_A/Vietnam/1203/2004_HA1.3
H5N1_A/Vietnam/1203/2004_HA1.4
H5N1_A/Vietnam/1203/2004_HA1+HA2.1
H5N1_A/Vietnam/1203/2004_HA1+HA2.2
H5N1_A/Vietnam/1203/2004_HA1+HA2.3
H5N1_A/Vietnam/1203/2004_HA1+HA2.4
H7N9_A/Anhui/1/2013_HA1.1
H7N9_A/Anhui/1/2013_HA1.2
H7N9_A/Anhui/1/2013_HA1.3
H7N9_A/Anhui/1/2013_HA1.4
H7N9_A/Anhui/1/2013_HA1+HA2.1
H7N9_A/Anhui/1/2013_HA1+HA2.2
H7N9_A/Anhui/1/2013_HA1+HA2.3
H7N9_A/Anhui/1/2013_HA1+HA2.4
hAdV-3/45659_Fiber.1
hAdV-3/45659_Fiber.2
hAdV-3/45659_Fiber.3
hAdV-3/45659_Fiber.4
hAdV-3/45659_Penton.1
hAdV-3/45659_Penton.2
hAdV-3/45659_Penton.3
hAdV-3/45659_Penton.4
hAdV-4/28280_Fiber.1
hAdV-4/28280_Fiber.2
hAdV-4/28280_Fiber.3
hAdV-4/28280_Fiber.4
hAdV-4/28280_Penton.1
hAdV-4/28280_Penton.2
hAdV-4/28280_Penton.3
hAdV-4/28280_Penton.4
hAdV-7/10519_Fiber.1
hAdV-7/10519_Fiber.2
hAdV-7/10519_Fiber.3
hAdV-7/10519_Fiber.4
hAdV-7/10519_Penton.1
hAdV-7/10519_Penton.2
hAdV-7/10519_Penton.3
hAdV-7/10519_Penton.4
hMPV-A_G (52N-228N).1
hMPV-A_G (52N-228N).2
hMPV-A_G (52N-228N).3
hMPV-A_G (52N-228N).4
hMPV-B_F (280D-490G).1
hMPV-B_F (280D-490G).2
hMPV-B_F (280D-490G).3
hMPV-B_F (280D-490G).4
hMPV-B_G (52D-238S).1
hMPV-B_G (52D-238S).2
hMPV-B_G (52D-238S).3
hMPV-B_G (52D-238S).4
hPIV-1 12O3_F.1
hPIV-1 12O3_F.2
hPIV-1 12O3_F.3
hPIV-1 12O3_F.4
hPIV-1 12O3_H.1
hPIV-1 12O3_H.2
hPIV-1 12O3_H.3
hPIV-1 12O3_H.4
hPIV-3 USA/10991B/2010_H.1
hPIV-3 USA/10991B/2010_H.2
hPIV-3 USA/10991B/2010_H.3
hPIV-3 USA/10991B/2010_H.4
hPIV-4b/10-H2/2016_F.1
hPIV-4b/10-H2/2016_F.2
hPIV-4b/10-H2/2016_F.3
hPIV-4b/10-H2/2016_F.4
hPIV-4b/10-H2/2016_H.1
hPIV-4b/10-H2/2016_H.2
hPIV-4b/10-H2/2016_H.3
hPIV-4b/10-H2/2016_H.4
RSV-A_A2_F.1
RSV-A_A2_F.2
RSV-A_A2_F.3
RSV-A_A2_F.4
RSV-A_LA2-94/2013_F.1
RSV-A_LA2-94/2013_F.2
RSV-A_LA2-94/2013_F.3
RSV-A_LA2-94/2013_F.4
RSV-A_LA2-94/2013_G.1
RSV-A_LA2-94/2013_G.2
RSV-A_LA2-94/2013_G.3
RSV-A_LA2-94/2013_G.4
RSV-A_rsb1734_G.1
RSV-A_rsb1734_G.2
RSV-A_rsb1734_G.3
RSV-A_rsb1734_G.4
RSV-A_RSS-2_F.1
RSV-A_RSS-2_F.2
RSV-A_RSS-2_F.3
RSV-A_RSS-2_F.4
RSV-B_B1_G.1
RSV-B_B1_G.2
RSV-B_B1_G.3
RSV-B_B1_G.4
RSV-B_TH-10526/2014_F.1
RSV-B_TH-10526/2014_F.2
RSV-B_TH-10526/2014_F.3
RSV-B_TH-10526/2014_F.4
RSV-B_TH-10526/2014_G.1
RSV-B_TH-10526/2014_G.2
RSV-B_TH-10526/2014_G.3
RSV-B_TH-10526/2014_G.4
a-Hu IgA 0.1.
a-Hu IgA 0.3.
a-Hu IgG 0.1.
a-Hu IgG 0.3.
a-Hu IgM 0.1.
a-Hu IgM 0.3.
BUFFER.1
BUFFER.2
Hu- IgA 0.1.
Hu- IgA 0.3.
Hu- IgG_0.03.
Hu- IgG_0.1.
Hu- IgM 0.1.
Hu- IgM 0.3.
PBST wash.1
PBST wash.2
PBST wash.3
PBST wash.4
PBST wash.5
REF (Alexa 647+488).1
REF (Alexa 647+488).2
