Unique.ID,NA0012483535.IgG,NA0012483906.IgG,NA0012483927.IgG,NA0012484478.IgG,NA0012484499.IgG,NA0012484752.IgG,NA0012484765.IgG,NA0012483883.IgG,NA0012483591.IgG,NA0012483754.IgG,NA0012483419.IgG,NA0012483315.IgG,NA0012483311.IgG,NA0012483533.IgG,NA0012483544.IgG,NA0012484280.IgG,NA0012484311.IgG,NA0012484502.IgG,NA0012484569.IgG,NA0012484790.IgG,NA0012484774.IgG,NA0012483599.IgG,NA0012483640.IgG,NA0012483771.IgG,NA0012483450.IgG,NA0012483434.IgG,NA0012483665.IgG,NA0012483662.IgG,NA0012483506.IgG,NA0012484306.IgG,NA0012484290.IgG,NA0012484575.IgG,NA0012484591.IgG,NA0012484413.IgG,NA0012483568.IgG,NA0012483616.IgG,NA0012483847.IgG,NA0012483431.IgG,NA0012483435.IgG,NA0012483356.IgG,NA0012483684.IgG,NA0012483685.IgG,NA0012483529.IgG,NA0012484462.IgG,NA0012484472.IgG,NA0012484589.IgG,NA0012484753.IgG,NA0012483576.IgG,NA0012483571.IgG,NA0012483868.IgG,NA0012483872.IgG,NA0012483783.IgG,NA0012483775.IgG,NA0012483340.IgG,NA0012483326.IgG,NA0012483936.IgG,NA0012483955.IgG,NA0012483900.IgG,NA0012483963.IgG,NA0012484506.IgG,NA0012483948.IgG,NA0012484756.IgG,NA0012483967.IgG,NA0012483873.IgG,NA0012483793.IgG,NA0012483632.IgG,NA0012483808.IgG,NA0012483410.IgG,NA0012483816.IgG,NA0012483319.IgG,NA0012483833.IgG,NA0012483981.IgG,NA0012483821.IgG,NA0012483369.IgG,NA0012484009.IgG,NA0012484026.IgG,NA0012484107.IgG,NA0012484106.IgG,NA0012486630.IgG,NA0012486631.IgG,NA0012485588.IgG,NA0012485572.IgG,NA0012486098.IgG,NA0012486108.IgG,NA0012485736.IgG,NA0012486252.IgG,NA0012483535.IgA,NA0012483906.IgA,NA0012483927.IgA,NA0012484478.IgA,NA0012484499.IgA,NA0012484752.IgA,NA0012484765.IgA,NA0012483883.IgA,NA0012483591.IgA,NA0012483754.IgA,NA0012483419.IgA,NA0012483315.IgA,NA0012483311.IgA,NA0012483533.IgA,NA0012483544.IgA,NA0012484280.IgA,NA0012484311.IgA,NA0012484502.IgA,NA0012484569.IgA,NA0012484790.IgA,NA0012484774.IgA,NA0012483599.IgA,NA0012483640.IgA,NA0012483771.IgA,NA0012483450.IgA,NA0012483434.IgA,NA0012483665.IgA,NA0012483662.IgA,NA0012483506.IgA,NA0012484306.IgA,NA0012484290.IgA,NA0012484575.IgA,NA0012484591.IgA,NA0012484413.IgA,NA0012483568.IgA,NA0012483616.IgA,NA0012483847.IgA,NA0012483431.IgA,NA0012483435.IgA,NA0012483356.IgA,NA0012483684.IgA,NA0012483685.IgA,NA0012483529.IgA,NA0012484462.IgA,NA0012484472.IgA,NA0012484589.IgA,NA0012484753.IgA,NA0012483576.IgA,NA0012483571.IgA,NA0012483868.IgA,NA0012483872.IgA,NA0012483783.IgA,NA0012483775.IgA,NA0012483340.IgA,NA0012483326.IgA,NA0012483936.IgA,NA0012483955.IgA,NA0012483900.IgA,NA0012483963.IgA,NA0012484506.IgA,NA0012483948.IgA,NA0012484756.IgA,NA0012483967.IgA,NA0012483873.IgA,NA0012483793.IgA,NA0012483632.IgA,NA0012483808.IgA,NA0012483410.IgA,NA0012483816.IgA,NA0012483319.IgA,NA0012483833.IgA,NA0012483981.IgA,NA0012483821.IgA,NA0012483369.IgA,NA0012484009.IgA,NA0012484026.IgA,NA0012484107.IgA,NA0012484106.IgA,NA0012486630.IgA,NA0012486631.IgA,NA0012485588.IgA,NA0012485572.IgA,NA0012486098.IgA,NA0012486108.IgA,NA0012485736.IgA,NA0012486252.IgA,SFCOVC001.IgG,SFCOVC002.IgG,MN2909.IgG,JT1034.IgG,SFCOVC001.IgA,SFCOVC002.IgA,MN2909.IgA,JT1034.IgA,NA0012486560.IgG,NA0012486414.IgG,NA0012485598.IgG,NA0012486261.IgG,NA0012485765.IgG,NA0012485770.IgG,NA0012484121.IgG,NA0012485733.IgG,NA0012486658.IgG,NA0012485744.IgG,NA0012485589.IgG,NA0012485997.IgG,NA0012485604.IgG,NA0012486244.IgG,NA0012485726.IgG,NA0012484124.IgG,NA0012486397.IgG,NA0012486560.IgA,NA0012486414.IgA,NA0012485598.IgA,NA0012486261.IgA,NA0012485765.IgA,NA0012485770.IgA,NA0012484121.IgA,NA0012485733.IgA,NA0012486658.IgA,NA0012485744.IgA,NA0012485589.IgA,NA0012485997.IgA,NA0012485604.IgA,NA0012486244.IgA,NA0012485726.IgA,NA0012484124.IgA,NA0012486397.IgA,H002020302417.IgA,H002020302499.IgA,H002020302612.IgA,H002020302640.IgA,H002020302417.IgG,H002020302499.IgG,H002020302612.IgG,H002020302640.IgG,W12152080182600FPre13.IgG,W12152080182600FPre13.IgA,Ortho.1.IgA,Ortho.2.IgA,Ortho.3.IgA,Ortho.4.IgA,Ortho.6.IgA,Ortho.7.IgA,Ortho.8.IgA,Ortho.9.IgA,Ortho.10.IgA,Ortho.11.IgA,Ortho.12.IgA,Ortho.13.IgA,Ortho.14.IgA,Ortho.15.IgA,Ortho.16.IgA,Ortho.17.IgA,Ortho.18.IgA,Ortho.19.IgA,Ortho.20.IgA,Ortho.1.IgG,Ortho.2.IgG,Ortho.3.IgG,Ortho.4.IgG,Ortho.6.IgG,Ortho.7.IgG,Ortho.8.IgG,Ortho.9.IgG,Ortho.10.IgG,Ortho.11.IgG,Ortho.12.IgG,Ortho.13.IgG,Ortho.14.IgG,Ortho.15.IgG,Ortho.16.IgG,Ortho.17.IgG,Ortho.18.IgG,Ortho.19.IgG,Ortho.20.IgG
H1N1_A/Beijing/22808/2009_HA1+HA2.3,4700,8109.5,16767,6556,2812,1137,15017,1178.5,3445,16239.5,8577.5,5481.5,8781.5,11155.5,8305.5,7408.5,8350.5,3701.5,8490,4174,18835.5,2798.5,5370.5,5825.5,1751,6158,11174.5,13385,2408,8071.5,6748,2693.5,14456.5,3095.5,8952,6179.5,12066.5,5413,4369.5,6540.5,9302.5,440,13953,13867.5,16638,5214,2453,910.5,6013.5,9400.5,5570,13661,23672.5,15371.5,7392.5,8559.5,14713,7592.5,3650.5,12683,5745.5,4478,5680,9952,16740,8814,4019.5,11997,14566.5,13836.5,2701.5,16760.5,20069.5,18207.5,15887.5,24189,8549,6324.5,8462,22303,2358,9224.5,10813,24300.5,2352,21446.5,0,3306,1878.5,2181,333,0,1717.5,0,190.5,491,0,32,0,5997.5,1682,2096,316,0,1707.5,495,0,410.5,660,3029,533,1560.5,0,2779.5,0,11118,0,0,273.5,0,0,2434,24,484,0,2652.5,0,0,0,160,0,700,0,0,0,214,102,405.5,80,3760.5,0,5694.5,0,569,0,0,590.5,0,0,736,431,1310,0,2101,0,194.5,507,961.5,1368,0,1958,1428,3369,436,1813,0,0,3829.5,722,905,2.5,743,6912,6135,4952.5,12194,0,0,0,3695,9047,20684,9129,4821.5,12550,6632,2951,2868.5,4733,13997,5524.5,18769.5,21491,13563.5,4331,7355,14377.5,2571,9159,0,4422.5,6436,2266.5,1011.5,0,0,5901,2166.5,1650,13444,1323.5,228.5,0,2333,0,2617,8328.5,319.5,8851.5,8202,17125.5,7307.5,10077,187.5,541.5,4895,0,1279.5,9967.5,2042,2815.5,5899.5,3080,1587,2853,121,2505.5,1090.5,5896.5,1552.5,4491.5,9150,314.5,4166,20975,0,15021,30247,8037.5,4185.5,22558,34371.5,6362,5076.5,2707,24860,8627.5,32195.5,3739.5,32964.5,11508,10618
H1N1_A/Beijing/22808/2009_HA1+HA2.4,13013,9961.5,13060,4864,2444,1416,12050,1730.5,3245,16059.5,11292.5,5407.5,5528.5,8820.5,4714.5,7303.5,4965.5,5089.5,4863,9431,18528.5,2659.5,4971.5,7114.5,3269,6078,13773.5,11876,1084,7443.5,4146,6959.5,9915.5,7460.5,9112,7324.5,9420.5,2085,4719.5,5770.5,9860.5,780,0,13250.5,4818,4285,5126,909.5,4366.5,12531.5,8761,10939,16438.5,11906.5,5660.5,10326.5,15252,6571.5,4381.5,11279,1871.5,4802,810,5369,9564,5926,2464.5,9648,12085.5,15742.5,2486.5,21103.5,20117.5,15130.5,11496.5,17333,5858,8012.5,7881,16738,841,17873.5,10438,13489.5,1848,20555.5,207,3389,1163.5,1455,409,0,1776.5,0,150.5,1039,174.5,58,0,5807.5,986,2715,1443,156.5,2654.5,376,361.5,1585.5,1239,2943,54,1837.5,0,3061.5,0,10868,556.5,0,423.5,0,170,2184,701,610,0,3046.5,0,0,0,385,0,610,786,0,0,627,1616,122.5,0,2577.5,0,6012.5,0,1031,0,0,0,0,0,117,597,738,0,1283,0,483.5,669,1038.5,1278,0,939,0,1632,440,2316,0,0,5553.5,402,0,0,835,3849,4600,4527.5,7038,0,0,0,1953,6019,16039,3276,5526.5,7815,12732,2084,4112.5,11829,13524,4957.5,14316.5,14267,14028.5,3761,17436,24216.5,1687,6645,0,5330.5,3998,2112.5,279.5,0,198,5255,284.5,964,9293,1207.5,85.5,4707,4104,87,666,7789.5,1182.5,9928.5,6170,11992.5,17153.5,5899,123.5,1166.5,2569,0,1422.5,7417.5,3622,9870.5,5147.5,3178,3067,2617,0,1615.5,316.5,4192.5,2114.5,4114.5,7418,1472.5,5979,21859,916,8302,19176,11525.5,14386.5,22482,23032.5,9623,5606.5,7012,19771,8598.5,28562.5,6481.5,29189.5,9408,9408
H3N2_A/Texas/50/2012_HA1.1,14797,12996.5,11526,10110,9961,12961,11190,8725.5,3870,7736.5,15021.5,11823.5,8365.5,7717.5,3523.5,10946.5,11740.5,3516.5,7741,11099,5248.5,4962.5,5932.5,9215.5,4161,5130,14472.5,12177,8071,13034.5,12302,1551.5,5727.5,10041.5,6973,11198.5,13995.5,11080,14606.5,6050.5,9167.5,10752,14932,15257.5,13189,8933,6506,9718.5,477.5,12918.5,10508,17694,16028.5,17863.5,4807.5,22486.5,14789,16545.5,7585.5,13175,10362.5,5569,3188,7830,10202,6442,5985.5,13508,10471.5,19324.5,5611.5,21443.5,16340.5,11023.5,15083.5,19436,7272,10794.5,3096,14499,3967,14724.5,13649,18802.5,14066,19161.5,288,5101,442.5,1790,433,0,872.5,17,2122.5,649,7175.5,492,7624,276.5,837,2278,529,1077.5,2004.5,2770,127.5,438.5,1695,1362,452,33.5,0,5057.5,0,10420,0,0,4650.5,2246.5,0,6391,1750,425,2905.5,0,358,0,3865,281,1516,0,0,903,0,0,0,1127.5,0,1570.5,0,2070.5,902,1393,0,426.5,0,169.5,371,838,4390,1537,2136,1694,1115,2174.5,0,946.5,590,0,6837,0,853,204,10284,101.5,0,0,1026,3212,537.5,749,4753,17858,1674.5,3421,0,317.5,0,0,10677,12782,3781,9501.5,16270,25125,4748,6806.5,9996,6061,17878.5,15726.5,21433,4897.5,9021,11072,14982.5,17627,8975,427.5,4195.5,4183,2528.5,973.5,1582.5,558,888,2481.5,2330,2692,4599.5,305.5,2541,2255,0,0,2506.5,233.5,13202.5,6035,8811.5,11945.5,5732,733.5,0,0,0,1409.5,0,831,550.5,289.5,1773,5037,298,1076,3005.5,34465.5,5450.5,964.5,2143.5,419,561.5,1110,6785,4053,16599,1646,4307.5,1365.5,2386,10947.5,11640,7747.5,5248,18554,12518.5,21988.5,7674.5,13603.5,3546,10258
H3N2_A/Texas/50/2012_HA1.2,13191,10239.5,4098,10226,9153,11554,9145,2870.5,2689,12428.5,18096.5,11352.5,6223.5,12715.5,5743.5,3958.5,11175.5,3449.5,4168,4287,5610.5,5404.5,6162.5,4155.5,7157,4665,10207.5,8277,5077,9814.5,8792,3243.5,4300.5,7809.5,6921,6702.5,16491.5,10949,13818.5,5257.5,7863.5,8260,9348,12910.5,10496,3569,5460,7922.5,331.5,13291.5,12096,13860,12202.5,15183.5,3931.5,16477.5,9344,8115.5,3757.5,8468,10266.5,4705,4768,10153,8877,1056,5150.5,9842,8361.5,13210.5,4205.5,17375.5,14879.5,18921.5,12424.5,17318,8039,2738.5,5232,8350,6314,16619.5,11855,16830.5,5871,16044.5,0,4108,0,1786,459,0,1565.5,0,990.5,2141,7899.5,654,5461,627.5,2245,877,222,726.5,1798.5,1429,311.5,803.5,1490,828,826,1501.5,0,3801.5,0,5967,0,0,3962.5,2596.5,0,3900,2493,337,1489.5,0,0,0,576,809,937,322,599,630,0,1357,1140,710.5,0,2019.5,0,631.5,0,41,0,0,114.5,484.5,283,164,2831,0,571,649,90,1122.5,0,579.5,0,0,4502,0,1159,0,15438,0,1131.5,343.5,1013,2074,740.5,1197,3719,11433,1200.5,2891,0,0,0,0,7456,8886,11184,15327.5,12653,7911,3188,9017.5,13468,4081,1538.5,10836.5,18233,6791.5,12510,6158,9873.5,287,4934,2115.5,4583.5,3544,951.5,423.5,0,1102,1880,0,1670,3186,6636.5,1513.5,0,1138,0,0,4098.5,0,12001.5,5566,8339.5,13542.5,5537,533.5,6.5,0,0,1785.5,0,552,1179.5,0,758,6079,517,2073,2621.5,30129.5,4827.5,1668.5,2510.5,256,0,1460,6025,15378,11771,714,3813.5,1872.5,2197,10833.5,18204,4355.5,10547,17324,17567.5,19076.5,5063.5,14389.5,3764,11034
H3N2_A/Texas/50/2012_HA1.3,5414,9497.5,15563,3703,2508,9037,11987,4948.5,4107,11476.5,15974.5,2917.5,10045.5,9614.5,7252.5,7678.5,12935.5,2781.5,2811,3593,5640.5,3711.5,3408.5,6255.5,5278,6648,11350.5,11741,6525,10244.5,13197,1984.5,13788.5,6206.5,5408,9363.5,20070.5,11218,10916.5,6480.5,7785.5,14010,12323,13857.5,17097,3602,2323,7466.5,1207.5,11637.5,12109,14746,22164.5,13273.5,5732.5,16878.5,13144,11453.5,4484.5,10149,4095.5,4516,3680,12097,11833,4523,4088.5,11346,14682.5,11164.5,6197.5,19417.5,6224.5,18466.5,14250.5,22028,7266,7231.5,2813,16070,4185,9145.5,13112,10571.5,5101,17415.5,0,4299,470.5,291,378,0,1566.5,0,2472.5,2648,6950.5,121,6670,0,3634,1507,854,394.5,1242.5,1010,330.5,1052.5,1074,1554,624,1819.5,0,5575.5,0,7977,0,0,5859.5,2602.5,0,6376,2833,684,2655.5,0,0,0,169,548,1665,48,59,62,0,0,994,514.5,0,1142.5,0,1259.5,126,1075,0,0,0,69.5,471,1605,1386,0,1235,1615,194,196.5,482,1084.5,0,228.5,6623,0,1086,0,13279,0,0,0,26,1269,1306.5,1216,2187,10359,2158.5,4377,0,367.5,0,361,6870,10521,4407,9466.5,9246,7210,3079,5235.5,5309,12057,4617.5,12467.5,22884,3619.5,6129,7855,13237.5,0,8973,0,3863.5,2797,1032.5,712.5,1728.5,1147,2097,3141.5,1869,3701,1833.5,0,0,1506,0,358,5150.5,854.5,7511.5,6293,9893.5,10478.5,7292,85.5,0,2722,6236,1515.5,0,0,1302.5,293.5,58,93,670,2224,2702.5,37202.5,5811.5,2754.5,4674.5,338,0,2227,20383,20812,11804,4736,3406.5,4306.5,3538,6057.5,14306,7861.5,12189,20656,14651.5,18568.5,13532.5,28517.5,5058,9977
H3N2_A/Texas/50/2012_HA1.4,12751,6479.5,9631,3096,2426,6533,9899,7728.5,4059,6666.5,13823.5,7581.5,8091.5,11207.5,5730.5,4346.5,11239.5,4145.5,3658,5258,5816.5,2817.5,2921.5,14705.5,2548,4277,12428.5,13737,4959,10391.5,10126,3007.5,10387.5,5758.5,7744,3389.5,5936.5,6513,9714.5,5917.5,6366.5,7877,11169,12091.5,8282,3605,2017,6955.5,290.5,8120.5,5063,13286,6890.5,5421.5,4836.5,17209.5,16049,12074.5,3420.5,9479,9879.5,10234,2185,5419,12856,3545,2127.5,9313,11793.5,15972.5,3818.5,17592.5,19081.5,8783.5,10594.5,18261,6648,4887.5,7569,15090,6007,6248.5,10341,20571.5,4895,18839.5,0,2694,0,522,0,0,617.5,0,1411.5,634,6843.5,0,5850,387.5,1720,891,240,706.5,967.5,737,0,325.5,944,1554,0,86.5,0,6003.5,0,7805,226.5,0,6105.5,2766.5,0,1694,157,264,0,0,0,0,1177,0,0,0,0,349,0,0,0,698.5,0,0,0,1294.5,14,1390,0,28.5,292.5,1142.5,0,90,3431,0,0,844,0,1521.5,0,529.5,346,0,4583,0,863,0,23185,0,0,0,450,2880,216.5,1178,1368,9231,1863.5,2411,114,0,0,0,7941,11539,8654,7990.5,14312,13661,3997,8004.5,11938,10894,4118.5,10732.5,20408,6970.5,6411,10854,15223.5,0,7158,1098.5,4196.5,2976,2013.5,728.5,4719.5,969,2484,0,2285,3411,9085.5,780.5,0,1162,0,0,2426.5,0,7791.5,4597,6137.5,6653.5,3984,325.5,0,786,0,940.5,0,174,1458.5,63.5,2655,0,0,2097,1029.5,31683.5,5127.5,1466.5,3761.5,707,322.5,2897,12418,4841,12741,1836,7098.5,5417.5,2899,22413.5,11784,3189.5,14610,17407,14044.5,21020.5,8151.5,19864.5,4618,12435
H3N2_A/Texas/50/2012_HA1+HA2.1,6013,11248.5,10249,11184,7701,12217,8582,14918.5,5731,11219.5,16471.5,11751.5,7499.5,17214.5,9807.5,12225.5,12255.5,6279.5,4698,13289,4758.5,6038.5,9161.5,11639.5,11070,7321,14382.5,10609,13309,15874.5,11657,8485.5,11619.5,11542.5,8324,9476.5,15065.5,10450,15581.5,8530.5,10550.5,14109,11739,15372.5,12003,6827,9463,14654.5,1884.5,11381.5,15748,17118,11955.5,15805.5,7872.5,15830.5,14246,16828.5,17066.5,13552,9601.5,7952,4630,11517,7395,8160,9313.5,10925,8749.5,17829.5,9279.5,17369.5,13346.5,17945.5,12917.5,16810,11787,8670.5,6417,11843,13053,13693.5,13787,14407.5,8047,16936.5,0,4782,923.5,1561,647,772,816.5,721,2615.5,670,11831.5,754,6991,761.5,5003,3376,816,1714.5,1456.5,3471,379.5,1569.5,2913,1843,1945,755.5,8.5,5500.5,0,8626,0,2879,5364.5,5090.5,0,5734,1426,151,3161.5,0,2165,79,2340,842,690,277,57,1738,242,0,782,1857.5,0,2235.5,0,1961.5,740,1425,0,207.5,819.5,1037.5,2940,1522,2864,1406,5181,1695,1976,1680.5,1955,1870.5,367,433.5,7245,316,1715,714,20734,0,1178.5,0,1652,2515,1132.5,981,2644,19230,4252.5,5145,586,326.5,237.5,3839,12088,8943,5529,9932.5,13605,11086,5986,9222.5,10026,13344,10167.5,15351.5,16167,9079.5,10252,8836,12137.5,3067,7440,830.5,4314.5,3343,1687.5,1213.5,5526.5,2495,4177,1248.5,1843,1739,8888.5,2323.5,2080,2904,248,384,3244.5,721.5,11193.5,7749,5589.5,8148.5,8653,962.5,3.5,1554,1215,2210.5,138.5,483,1461.5,790.5,7132,4010,2365,3058,2763.5,25017.5,5292.5,995.5,2315.5,1621,1978.5,1970,10637,4638,12564,2095,6556.5,3623.5,3279,11039.5,17695,10131.5,10554,15814,14772.5,20399.5,8439.5,14783.5,5777,17606
H3N2_A/Texas/50/2012_HA1+HA2.2,15709,11688.5,11520,11262,9572,11573,9478,19443.5,9422,12669.5,19414.5,11459.5,8193.5,20939.5,16029.5,12766.5,15437.5,13199.5,5949,10154,8026.5,8919.5,10039.5,13433.5,13147,10094,14721.5,11590,14861,14888.5,13412,12466.5,12823.5,10756.5,9111,10979.5,15551.5,12229,16867.5,10557.5,10644.5,10863,16221,15037.5,13271,7843,4833,7652.5,2211.5,14483.5,15781,17572,14247.5,19669.5,10080.5,15562.5,13981,17428.5,15205.5,16324,10005.5,10576,3459,16077,7449,7518,8168.5,13659,10281.5,20100.5,8004.5,19538.5,13610.5,18562.5,14215.5,17624,15561,7961.5,5871,13486,13541,12557.5,14556,14938.5,11784,18830.5,447,4831,1720.5,2230,508,0,1306.5,619,2853.5,1262,13119.5,446,9093,2822.5,10729,3483,1788,4316.5,2500.5,2177,857.5,948.5,2236,2820,4157,2844.5,0,5731.5,702,6710,1075.5,6392,5496.5,4522.5,275,8750,1254,972,5965.5,823.5,1654,0,4685,755,1923,555,1129,1000,141,53,3153,1304.5,0,3313.5,467,1773.5,612,1268,0,696.5,0,2210.5,853,2287,725,1451,3680,2159,1189,3150.5,399,2358.5,90,480.5,8176,0,1320,953,17664,0,1578.5,715.5,1196,2446,1986.5,755,3742,13471,5197.5,4643,0,980.5,912.5,4044,13910,11358,10531,9892.5,9186,12902,6451,16309.5,13775,10929,6283.5,16187.5,15857,9123.5,10260,9405,14102.5,3835,9925,1827.5,6241.5,3765,1526.5,1662.5,10384.5,2475,3684,2403.5,3741,2934,9400.5,3209.5,2023,3753,194,0,3708.5,176.5,11818.5,7864,6334.5,9744.5,10785,1301.5,463.5,714,0,2293.5,551.5,1340,3402.5,932.5,15006,2185,963,5952,2360.5,31173.5,5123.5,6825.5,3437.5,1627,1083.5,4457,24594,20630,15885,4297,7157.5,6826.5,3562,24207.5,17498,7592.5,15332,17427,12637.5,21608.5,13145.5,21288.5,11397,15071
H3N2_A/Texas/50/2012_HA1+HA2.3,7558,12047.5,12017,9940,11744,9141,9827,6427.5,6951,11523.5,11994.5,13394.5,8020.5,14360.5,10693.5,10682.5,13189.5,6129.5,11152,6468,7936.5,10971.5,7497.5,12991.5,10044,9071,13843.5,11616,13105,16697.5,15158,6544.5,15958.5,15348.5,11913,11124.5,20149.5,11772,15701.5,12901.5,11180.5,13605,15240,16160.5,10996,7442,10200,11581.5,2932.5,14898.5,12990,18770,16898.5,16401.5,9235.5,17805.5,12738,12444.5,8701.5,16250,10252.5,9508,8151,17311,8083,3516,7757.5,13829,9575.5,17788.5,7407.5,16680.5,11480.5,17599.5,16185.5,13477,11656,9346.5,6389,13527,9305,15961.5,13981,17007.5,19134,17436.5,0,5219,1173.5,1650,696,102,1436.5,15,2377.5,1458,7754.5,732,7675,1882.5,7867,3418,1210,1851.5,4141.5,2679,1348.5,1423.5,2337,2266,2393,1668.5,0,5761.5,93,7302,1467.5,548,7467.5,7426.5,796,8502,2232,883,4425.5,146.5,1505,0,3339,1100,443,827,544,1032,0,339,2489,1115.5,0,1651.5,1091,1465.5,770,774,0,331.5,0,1137.5,1794,2202,1013,0,2669,1719,571,1077.5,0,1402.5,0,515.5,9221,0,1350,1117,21765,0,715.5,0,1572,3916,2935.5,514,4164,15045,4508.5,5397,0,1853.5,153.5,3841,11063,15782,6590,12792.5,16830,13576,8796,18291.5,13226,15690,15459.5,17582.5,20018,10951.5,11654,12619,14517.5,3812,12479,2319.5,7807.5,4654,2886.5,2899.5,8406.5,3002,7055,2878.5,3141,4763,12734.5,4019.5,1314,3489,0,0,4882.5,0,12352.5,7375,6454.5,8949.5,11509,1276.5,1766.5,2080,0,2653.5,110.5,1234,6217.5,522.5,14997,10234,3190,5221,7548.5,43312.5,5991.5,2678.5,5416.5,1768,2138.5,7454,22162,13725,22587,3894,7915.5,9692.5,6318,26009.5,27295,12786.5,16528,19202,20283.5,19932.5,16048.5,23904.5,10239,21963
H3N2_A/Texas/50/2012_HA1+HA2.4,9875,14566.5,5870,12776,4042,11146,12121,9879.5,7913,14771.5,20714.5,14330.5,8765.5,15654.5,9413.5,11866.5,18196.5,14106.5,6923,8316,9698.5,7626.5,11141.5,13330.5,13905,10226,13533.5,13416,14462,19822.5,18945,10442.5,13191.5,12880.5,12669,11865.5,12702.5,11159,14335.5,12212.5,11294.5,14521,18648,16774.5,15960,9900,11955,17151.5,3748.5,17369.5,12366,19004,21380.5,9475.5,10080.5,16108.5,18227,17210.5,14499.5,17913,7741.5,16627,6130,14940,14563,9370,6458.5,15653,14527.5,18159.5,9268.5,16910.5,9819.5,22920.5,18256.5,21970,14098,9174.5,7859,13380,16444,15470.5,17877,22004.5,15142,19777.5,370,5624,688.5,2573,0,459,1404.5,766,2243.5,1769,9242.5,1025,7726,2593.5,6535,4551,1699,3857.5,2292.5,3249,1003.5,1008.5,3025,3011,3470,4143.5,0,5990.5,2229,8768,1043.5,2133,4042.5,5866.5,258,10596,905,870,4030.5,1196.5,667,0,6940,861,1756,0,519,1339,0,1161,1480,1172.5,0,2350.5,269,1042.5,572,2215,0,0,0,2762.5,1755,1062,2126,2800,3811,1843,604,2272.5,259,1127.5,246,1570.5,11794,0,2361,411,20818,0,2716.5,0,1585,3080,1449.5,1078,4388,18003,6895.5,14043,0,3115.5,735.5,9366,14600,13629,10409,14495.5,14234,10509,7734,10983.5,13182,8560,7469.5,17968.5,32081,11530.5,9449,11498,13008.5,5447,12738,4442.5,8542.5,5826,1631.5,2220.5,4498.5,2048,4068,1899.5,3970,9376,13262.5,2469.5,1561,2503,0,0,6067.5,590.5,14275.5,10110,9305.5,16912.5,16523,971.5,2048.5,8372,4641,2785.5,680.5,697,8174.5,1135.5,19031,2191,1618,6278,4614.5,41189.5,7272.5,4415.5,6129.5,3112,1833.5,10798,38616,22017,24053,6936,11940.5,18674.5,7794,34115.5,14403,15732.5,19063,19923,12597.5,27761.5,22335.5,27913.5,13684,18046
H5N1_A/Vietnam/1203/2004_HA1.1,1141,318.5,1903,1411,649,3244,1611,0,449,1542.5,2098.5,154.5,706.5,495.5,464.5,1159.5,375.5,2613.5,39,570,270.5,0,651.5,1030.5,0,1493,2374.5,1165,682,4031.5,327,1908.5,978.5,781.5,325,0,528.5,8381,1260.5,636.5,382.5,941,3927,1671.5,890,387,117,462.5,794.5,8.5,243,977,1314.5,0,329.5,1157.5,1079,531.5,2504.5,2541,278.5,701,112,1239,2206,442,241.5,2193,66.5,820.5,133.5,2570.5,450.5,405.5,6016.5,3119,116,340.5,0,325,276,1156.5,590,589.5,838,4532.5,0,855,246.5,0,983,106,123.5,0,136.5,34,873.5,366,32,0,1335,11699,57,431.5,696.5,574,566.5,356.5,0,719,2253,1911.5,97.5,2417.5,0,872,0,1593,855.5,0,0,1251,135,646,12839.5,0,0,0,0,338,0,337,0,0,19480,0,0,249.5,0,0,356,1741.5,959,0,478.5,0,25.5,1691.5,262,463,652,0,0,839,0,1362.5,313,2600.5,54,19.5,2762,0,342,3107,2273,0,0,0,376,0,518.5,327,342,2202,137.5,1411,0,1209.5,0,1796,756,639,773,1303.5,561,1382,489,932.5,0,188,0,3240.5,473,225.5,2266,574,2764.5,681,577,0,0,1179,0,1036.5,6137.5,0,6832,517.5,630,3793,0,851.5,0,721,0,983,315.5,244.5,1131.5,1000,424.5,974.5,474,214.5,2723.5,50,0,818.5,0,2380,2358.5,390.5,0,0,3844,0,2578.5,3077.5,1608.5,3010.5,147.5,3117,361.5,595,887,521,745,0,3741.5,669.5,340,2168.5,3851,2440.5,236,1815,1226.5,2377.5,1217.5,1772.5,3098,1873
